usuario,followers,friends,tweet,retweets
FLMadrid,45732,982,1,2
rosalindacapa,165,726,1,0
HondurasEmbCana,1364,1114,2,0
Omacias1112,22,171,1,0
FlopiitoL,397,514,1,0
ciudadanialocal,2,59,1,0
Martajimalon,27,77,1,0
damarisccv1,30,202,1,0
maryann_delgado,229,420,1,0
DaniOrtaG,68,347,0,1
freddy_priyatna,643,1425,1,0
CarrascoMorga,22,145,1,0
LauraCortesCons,1285,4215,0,1
carmenguerrero1,600,195,3,0
DiegoCalatayudS,489,1231,3,0
SenoritaYorks,14,55,1,0
RoxyWar,41,84,0,1
RoviraClara,198,155,1,1
sopamadrid,458,803,1,0
oficinaiticadiz,82,18,0,1
jszaragoza,2596,1614,1,0
mamr_bxl,108,133,1,0
ICE_4X4,42,78,1,0
Cenpromype_sica,5266,711,2,0
HipatiaRomero,43,86,2,0
victor_suarez,7627,1445,1,0
nidirusa,38,280,2,0
MariaRo_11,16,531,1,0
tecnoticginer,21,26,0,1
Lebasipol11,310,465,1,0
gracemezcal,82,350,1,0
MaaiAguero,825,543,1,0
kjr5n2009,80,118,2,0
JuanViali,254,1477,1,0
paulalvarez,717,881,1,0
Roberto_Ipinza,376,1149,1,0
Luci_m_13,533,828,5,0
GSMALatam,7546,2915,1,0
veroeducatics,2707,675,0,1
LuisOsorio8a,273,1005,1,0
RivasAlDia,7967,281,0,1
BeatrizArribas,685,790,0,2
ICOgob,5817,174,1,0
BorealVenture,1394,1850,0,1
INTOSAIJournal,1524,363,1,0
PactoMundial,17620,559,4,15
Verosol_es,548,687,0,1
joseolico,2320,1120,1,0
AxelVT_BM,28888,212,0,2
tcortesg,528,162,1,0
FrigolsAnna,594,538,2,0
EapnAs,881,398,1,0
Perimetral1,54,52,1,0
MartaMHigueras,1036,218,0,1
JuanVillagra88,94,366,1,0
SergAguado,1016,2942,1,0
ISMedioambiente,33263,17721,0,2
andreattaa,239,270,6,0
RafaelArmesto,470,298,2,0
CordobCarlos,1851,1149,2,0
AndreaLondonoSa,1566,1874,0,2
shelly_herrera,554,1672,3,0
arturorangelbm,604,446,1,0
nanetegarces,646,2423,10,2
PSOEInternacion,2532,870,1,0
GabrielaGaibor1,147,142,1,0
guilgaso,21,82,2,0
mariate11453383,3,21,1,0
eRis_88,72,146,1,0
LindaJohanna6,48,83,1,0
DanielGFlores,359,775,1,0
MarceloHCabrera,40173,1785,1,0
silogonza,385,1462,1,0
Kendy_Mar,502,1396,1,0
camille2361,23,39,1,0
AmaliaSanR,216,428,1,0
cantabria_emp,1385,274,1,0
thisisglobally,12973,517,0,1
SDGaction,97763,3591,0,2
novillo92,3901,3847,2,0
Something_Ivo,34,351,1,0
HelpUP_es,2683,2024,1,0
NativApps,347,313,1,0
arbesus,445,801,1,0
Miguelito82Ejea,531,814,1,0
jorgenunez63,2748,1695,3,0
BiotecnologiaI1,23,72,1,0
TravelingCloth1,205,637,2,0
AgustinEcheva,202,236,1,0
ajgmc1,369,767,1,0
arizmendifa1,482,331,1,0
MediosTec21_Vva,2667,4948,7,4
ESTEVE_news,11643,942,0,8
MJSantos5,263,546,1,0
Raijenstein,1368,707,1,1
mjalzari,525,664,2,0
ManuelD12531342,3,2,1,0
agaportillo,475,150,1,0
alberto_gilsanz,1392,2514,1,0
el_buen_peruano,134,826,1,0
pammpa30,93,142,1,0
mjcalvimontes,33597,10923,1,0
IgualdadClicA,504,1171,1,0
ExpertusTurismo,513,308,1,0
infoHIDRAQUA,3149,2278,0,1
celiarug,114,368,1,0
MariaRosaAvila,517,1377,0,1
mabcags,1171,1148,0,1
AguasdeAviles,824,116,0,1
rosaeropa,94,73,1,0
CarlosEGuarnM1,83,202,1,0
Buscandopaz,206,433,1,0
enagas,4644,622,0,1
ShutUpKarla,370,619,1,0
Bruno_m9,1634,2150,1,0
Andrea_LaBoheme,194,127,13,0
LilianS91240686,44,95,1,0
MariaFrancoC,674,570,1,0
AsociacionICID,580,1490,1,9
AlexGodoyF_,4011,1385,1,0
gusalmeri,510,720,1,0
Yairhdez,700,2588,1,0
isidromarin,1282,298,1,0
simplifika,2679,2047,1,0
enentrenamiento,92,70,0,1
Richie47812415,28,45,1,0
elchejuventud,2509,253,1,0
armeniaciudad,15870,9533,1,0
AlwaysVictory,3,8,1,0
heroes_urbanos,1512,789,0,1
B4ATools,1471,1516,0,1
NormaPimentelMx,4953,4417,1,0
delah50,194,664,1,0
artemisa_zeus,23,45,1,0
mariaarribasg,641,851,3,0
Valdelarte,590,934,1,0
ReCity_,481,646,1,0
davidmendozah11,107,688,1,0
RocioFernescu,403,768,1,0
JosMenalvarez1,53,167,1,0
Acisol1,2,11,1,0
guadalupevaldez,12332,4725,1,0
ArquimedesJaenG,6183,202,1,0
natacarbonell,4658,4845,17,2
javiercuetarin,62,89,2,0
fernando__lopez,3441,3681,1,0
mgarciab01,1328,2120,1,0
Ricardo43896361,78,48,1,0
PNUDArgentina,8600,5146,0,8
dmenendezcarb1,582,732,1,0
educaCNIIE,72014,62,0,2
GlobalShapersMV,1138,1023,1,0
ConectarseOk,65,202,1,0
PlantemosN,1003,99,1,0
ArrecifesCoral,1019,445,0,2
grupopuma,1585,494,2,0
Greenpaz100,68,328,1,0
RebeccArteaga,1152,2339,1,0
MarIntroini,1698,598,0,6
pachecoperal,15072,12756,2,0
ViolaCassetti,179,184,1,0
NECHIGROUP,241,45,0,1
montseseijas,620,1232,1,0
sellofairtrade,3546,920,8,9
ASA_Andalucia,2262,688,3,0
JuegosPaz,76,373,1,0
redongdmad,3059,1764,8,0
omchamat,841,989,1,0
ongawaETSII,283,122,1,0
ADRIANSYSNET,1532,5000,2,0
rotatis,44,193,2,0
Belenvq,1549,2509,0,1
Abe_Mercy,3460,1709,1,0
CallejasIltze,20,64,1,0
fundacionTef,74802,920,2,0
sebasdevilla,63,127,1,0
BibliotecasRBJ,1332,178,8,0
INIA_es,1814,209,0,1
Aplicespana,425,1320,1,0
marcialcTIC,46,46,1,0
NLarzabal1,430,406,1,0
Gas66mi,329,418,1,0
jltvioque,207,164,1,0
msilviaduarte,741,649,0,1
BioTradeGroup,270,305,1,0
CatherineCruzB,5767,3674,1,0
mpjcavero,132,107,1,0
ICEFI,7694,374,0,1
Solidanca,1143,1063,1,0
dianaflh,326,201,1,0
fcogarcia3,39,157,2,0
vorosoler,1255,774,4,0
Elizabe91876710,31,27,2,0
AngieLuisBogot,10,159,1,0
AEXCID_,1274,737,2,0
Agenda2030Peru,924,1881,0,3
afca_es,1517,1235,0,1
MariaDe_Gomez,552,1143,1,0
MITZICORTS,26,24,1,0
maribelton,457,718,1,0
agostogabriela,1228,1097,13,2
semente597,671,41,1,0
Cebede1970,10,92,1,0
carminasuncion,116,396,1,0
absolut_shosh,12,180,1,0
Merche_RG,1428,1870,2,0
FerruscaOax,612,2229,1,0
jsaragon,2206,673,1,0
josecarlos_85,13540,14861,1,0
AlbertoGEspinol,4,41,1,0
RecibeV,7,95,1,0
ajorda,502,365,0,1
sonegares,55,161,3,0
MarcoAn02420519,120,397,1,0
CCyEAAragon,387,237,3,2
AlainJordaDEL,765,209,1,2
AngelesSanti3,49,60,2,0
SgSisca,1855,1675,1,0
JuanJos56265795,29,116,1,0
CosmoCaixa,56663,471,3,0
pia_bosch,5382,5055,1,0
Addkeen,830,1540,1,0
Sibylrivasok,93,259,1,0
EmpiezaxEducar,4634,932,2,0
giulianojuan,380,819,0,1
z_escala,38,85,1,0
Regmurcialimpia,5295,4195,2,0
pao_loto,43,75,1,0
anakaha98,7,69,1,0
CeciliaMichea,591,2208,1,0
Andres_Mejia_T,54,332,1,0
CoahSustentable,1118,1208,2,0
rymjatorra,239,1241,1,0
fefe8a,133,305,1,0
denisbaqueiro,536,512,2,0
ArechigaZo,34,607,1,0
FEACEM,974,194,6,1
FIUNAM_MX,23079,480,1,0
AndresMSanchezZ,376,809,1,0
clubcalidadIRS,112,75,1,0
XFitPhilosopher,16,16,1,0
C_Cisneros18,163,468,1,0
daroHC,2888,1105,1,0
juanazcune,400,1799,0,1
OlgaJimenez1212,4,36,2,0
areperatogo,126,471,2,0
OpagacJulio,1310,790,2,0
sostenibilidad,6428,573,0,1
COCEMFE_,16243,1940,0,1
racostalugo,704,4997,1,0
mariinnaa10,1364,848,1,0
DesignathonEs,65,152,0,1
jorgeotaloraang,618,2288,1,0
huapangoamatlan,949,1396,1,0
ChuchoPerdomo,131,288,2,0
moisnavarro,3771,900,10,0
AnitaRucci,767,724,1,0
RedJovenVzla,993,45,0,1
MisionARBOL_por,75,503,1,0
dear1975,155,165,2,0
joseraulvargas,513,388,0,1
angelruizcasas,913,463,1,0
MauricioLimonA,701,254,1,0
NurietaAlvarez,449,459,0,2
AttawayHamon,60,1053,1,0
unescoetxea,2047,739,4,0
BibliotecaCEPAL,5570,1286,0,2
ccirior,1017,500,1,0
MPolitecnica,145,166,1,0
Aek65850789,113,834,1,0
TamiSpagnolo,238,302,1,0
Hispaviacion,5057,1230,1,0
Victor_Malagon,3629,2348,1,0
NaturalVoyager,3083,3576,1,0
maribeltuiter,260,301,1,0
mamjimenez1,64,145,1,0
guilleechenique,624,589,1,0
jlgranda,1129,1519,2,0
tiburazul,1271,1581,1,0
axbecerr,65,645,4,0
ReeiRelaciones,4,73,1,0
Lauherfer7,4,112,1,0
EncarniRguez,936,845,1,0
alexgtz_ver,102,298,1,0
Lourdes_Pillajo,491,393,1,0
MCarmenOrgiles,1828,1577,1,0
MartaIglesiasLp,152,308,4,0
noemitorollo,166,298,1,6
Piedecuestana_,1725,824,1,0
SorayaRobles19,27,99,2,0
4decidi2,360,453,0,1
CEPES_Aragon,219,247,1,0
sumafundacion,17,8,0,1
CREdeCanberra,78,191,1,0
acostavio_,131,206,2,0
MadrazaSefardi,38,171,1,0
Mosorio2015,938,1049,1,0
Sumendi,1193,3041,1,0
itziarvecino,4,50,1,0
ricardolunaorti,223,517,1,0
Ven_GF,45,166,5,0
CCiudadanaEs,2217,1188,5,1
GiantMap,108,390,0,1
danitar83,1069,2436,1,0
robertotello11,1112,1547,1,0
Jurquizar,91,202,0,1
lauvidales,1996,1293,0,1
BeticaMunozPogo,5041,2432,1,0
ECU911Quito,353697,470,1,0
jjse_m,345,596,1,0
martag1477,138,106,5,0
NaturgyFnd,2390,1186,1,1
RLostado,182,227,1,0
RobertaERomo,161,457,1,0
HerceLado,104,627,1,0
salas_mercedes,1698,1040,3,0
Co_Responsable,165,271,0,1
emadridnet,1163,846,1,0
CarmenPlanas,1905,795,1,0
ddu_10,1907,1040,4,5
Ecobiosferas,86,202,1,0
LauraFenandez1,363,874,1,0
CfceMontevideo,192,358,0,1
Eduardo24894872,20,127,2,0
paulandrcastano,260,453,2,0
ciapem,2504,2329,1,0
meretecol,1083,3738,1,0
MrPaulsenn,212,258,2,0
ConoceaEMET,673,717,1,0
JCNOGAR,21,41,2,0
exeguatemala,2271,1175,1,0
COrteSocias,1078,891,1,0
InnovacionUNAM,6699,1069,0,1
Aze1Gabriel,55,37,4,0
TrabEnPositivo,2160,662,0,2
YouthToLead1,476,283,1,2
portalento_,13124,1223,1,0
JOHNSCADE,1157,634,3,1
MMolineroE,2628,989,0,3
manuelgpascual,2821,3565,1,0
jovenesyods,450,283,1,0
sociotipo,70,76,1,0
SoyGuerquito,393,189,0,2
Improvechange,1893,747,2,1
codicaminos,141,168,2,0
jlcebriang,129,154,1,0
josedegracia3,78,376,1,0
lacatedra,740,490,1,0
hectorlira01,475,878,1,0
BcnDesignWeek,3211,416,5,0
Silisceromero,76,134,2,0
DGobiernoCV,4697,534,11,0
arirattner,51,95,1,0
M_Viota,182,1080,1,1
marivaldiez,915,288,1,0
MoncasideAlvear,3061,2759,0,19
mariepeloche,569,281,1,0
EmilsedlT84,106,185,1,0
LuciRoddriguez,286,574,1,0
afoprodei,19,28,1,0
nobbot,12000,2189,1,0
amadorgj,844,396,1,0
CIEMZaragoza,4620,422,2,0
GPPRIDiputados,28825,911,1,0
Macandrius1,18,71,1,0
florenciarenda,206,380,0,1
AcercaRedes,1535,736,1,1
lamujerdelvelo,421,311,3,0
ANTAI_Panama,4963,1230,0,2
arelyfeminista,11964,12598,1,0
ItayaCabreraLo,222,210,10,0
CentroUrbano,19313,2051,1,0
TeresaGuerraGi1,27,106,1,0
MedComoVamos,9700,1451,0,4
silvia_com,528,835,0,1
angelesbrinon,6976,6314,1,0
CEVAXIN_PTY,111,215,0,4
concaingro,1,50,2,0
AsecGrupo,468,424,1,0
Nachogoi,366,326,1,0
IvnWilliams1,163,692,2,0
cosmoACCION,184,199,2,10
incopasgua,227,1138,1,0
Ives_Rodriguez,1045,1905,1,0
SevillaSabe,224,555,1,0
iesburgoie,282,63,1,0
FundacionCepaim,6501,1106,5,7
LetiPaulizzi,814,365,0,1
IsmaelCuamatzi,14,62,2,0
AMIQnet,1317,632,0,1
GloriaBassoOk,231,124,1,0
Chusvecino,75,130,1,0
_AriadnaRamirez,195,286,1,0
HenrryAbrego,109,306,1,0
ICEX_CECO,2678,1752,1,0
sanrau,8165,4307,0,1
kaltxo,47,100,1,0
Daniel_Masso,101,363,2,1
murciaturismo,2389,1908,0,1
javicreus,5872,1421,1,0
eduardo_rimay,202,201,1,0
karmmenkar,131,253,4,0
alfredazapata,217,115,1,0
stefanialat,164,135,1,0
mmmarcastillo,268,806,1,0
jocatomi15,132,103,1,0
anahdezbonancia,128,462,1,0
canvasRSC,1483,1150,1,3
Fer_GuzmanR,873,2216,0,1
S_RafaelNebrija,185,504,1,0
valeriaviva,2955,2009,1,0
AlejandraSaku,754,754,1,0
svaracena,16,48,1,0
Igualdad_SF,2624,232,2,0
BelenGomezAlons,92,201,2,0
jcorus,720,1601,0,1
vestaviviendas,506,2104,3,0
jimenagonh,165,587,1,0
mdserrat,477,117,0,1
rebolleda1957,207,516,1,0
pachamama20161,1715,2891,2,0
iballesteros005,55,327,1,0
javier_guil,633,1070,1,0
LCVerde,1473,751,1,0
EstratProfMun,149,264,1,0
V4LERI4_M,161,675,1,0
aramayuelas,2402,1430,0,1
Mariana__Berger,127,193,1,0
FERNANDOACOST68,96,104,1,0
puntosigre,11584,2219,1,11
cesardargam,8276,498,1,0
HonestStrategy,688,603,3,0
JlborauL,195,204,2,0
blackorwhiteen,145,374,1,0
eguimauricio,964,1105,2,0
JulioCheca2,130,364,1,0
jpga63,3180,2190,1,0
ScSociedad,60,73,1,0
AguavivaNuria,162,250,0,1
Cristia73486910,95,840,2,0
RosanaMndez4,38,414,1,0
ffanycienta,181,349,2,0
ACCIONPLANETA,2829,4712,2,1
MedialabCIESPAL,2022,450,1,0
BayerEspana,13392,1843,1,0
Betzabe6,21,58,1,0
KPizarnik,2279,3172,0,2
Proarbol_Col,10573,5287,8,2
martaroqueta,8960,2483,1,0
omacecilia,324,552,1,0
AOlveira81,500,399,10,2
REDAInfo,78,134,3,0
Angelica_Ruiz24,136,351,1,0
muvoil,145,453,1,0
TatianaRojasL,289,107,1,0
BikeRecyclingMX,183,52,1,1
COOPERACCEE_UAM,213,600,1,0
jessmacmaster,256,710,1,0
krinavila,211,207,1,0
Aurora1Aurora,1520,1696,0,1
EdithSAqui,12,93,1,0
gomezpickering,14287,4546,1,0
AcicollaJesus,38,119,1,0
soy_johanlopez,308,906,1,0
Entreculturas,25459,5200,0,1
natsescobar,156,334,1,0
berta_civera,833,582,1,0
PeiComoVamos,8690,859,1,0
ArianSalimi1,88,217,1,0
Pattymafafa,18,58,0,1
Recuenco,4540,4994,1,0
ChavarinMVM,377,405,2,0
Casaafrica,18127,716,0,3
ruthparticipa,8517,7704,2,1
TinoRodriguez82,1357,1242,3,0
ClassroomCrafts,3279,1104,1,0
FuturoLatinoame,646,603,2,0
WWFColombia,38832,5403,0,1
SmartlyLive,253,871,1,2
StevenPuig,848,811,0,2
ETCMFSANTIAGO,556,75,3,0
MRappallini,6856,1672,1,0
su17palermo,273,528,1,0
miltonvargasgo1,5,32,1,0
ale_paganini,483,698,0,1
bluetabtweet,179,137,2,0
CANADEVINAC,28611,1150,1,0
MagdalenaNorie1,5,155,1,0
margamufasa,2,20,1,0
gmtorres08,14,63,1,0
JavierGutierr84,334,731,1,0
mantulopez,1646,2169,2,0
pachamds,48,614,2,0
Dra_DianaSP,113,104,1,0
sHumana_AC,66,111,1,0
Hispacoop,966,352,1,0
anarancio,643,447,1,0
montsezirri9,20,95,1,0
GeDuRom,311,1020,2,1
jalquero,494,465,1,0
BelchiAG,715,689,3,1
DaniellaR1,531,1566,2,0
univcadiz,49384,924,1,0
clinicaJASUsal,454,283,0,1
mvegaro,459,695,0,1
pedrajasmarta,1321,667,5,2
julian_dangelo,3328,1196,4,5
jmoisesmartin,17560,4499,1,1
hernanceballosg,3313,3295,2,0
lgerardomc7,73,465,1,0
tere_bosques,443,847,1,0
kdiazyepez,516,1045,1,0
MujeresSurEc,5,58,1,0
albeitargarcia,27,247,1,0
CarlosBayasB1,3,1,1,0
Emprendimientoe,1254,1471,1,0
virfoxvirfox,27,141,0,2
cristianlaborda,1409,1329,0,1
ideavg,8,295,1,0
Hazloposible,37032,6734,4,2
ferSolariScope,6199,5253,1,0
33BLF,22,249,3,0
UniversalPanama,82476,91280,2,0
SusiParker_,135,145,1,0
MADRIDCONLEONE,273,304,1,0
ArquitecturaEF,347,440,3,0
abdias_uziel,95,243,1,0
karenina_flores,376,541,2,0
alexleonnn,933,988,1,0
MrCuarter,3418,737,1,0
e_Cooltra,3739,738,1,0
biosferard,63,226,3,0
AIBE_EC,378,605,1,0
elenis23033,25,421,1,0
CISS_org,6016,516,2,0
GuidoPrividera,97,316,1,0
JesusBambague,211,918,2,0
albertoro_11,106,459,1,1
datalat,2023,432,7,3
JesusAliTabasco,18018,3322,3,1
XinaEs,2516,2767,1,0
AmandaSuC,1458,204,1,0
Bennysanchezs,30,99,1,0
Planeamientotuc,883,118,0,1
JuventudUCE,301,283,1,0
los_ods,510,1059,18,0
CreuRojaCAT,22296,5010,1,0
SandraAsteteM,441,397,1,0
MinkaDev,1514,2068,1,0
InnovArauco,1308,211,1,0
FGP_ETSIME,624,668,1,0
CatedraComEx,149,103,4,0
HildanaAllegri,20,25,3,0
lacasaqueahorra,13251,2881,1,1
CapacitaRSE,19733,2179,0,24
jesuitascolegio,683,105,1,0
monaguillos9,68,173,1,0
omartinezgBCN,215,348,1,0
MiradorCapula,577,317,2,0
JVLpez,5374,4961,1,0
Madrid_MIA,286,447,1,0
TV_OHalloran,78,221,0,1
ehuprest,259,153,0,1
SocolichOk,2303,820,1,0
on_reuma3,1351,1282,1,0
RAbellaY,3186,438,1,0
CINUBogota,25397,318,0,1
YBarahonaB,425,647,2,0
mirkovlahovic,685,1459,0,3
Sustainable2019,46,329,1,2
elher23,691,453,2,0
JavierManeken,231,175,1,0
RecuerdosRachel,66,266,1,0
vicentemt3,58,62,1,0
GarciaFeregrino,160,861,1,0
HaSidoLaVea,62,420,1,0
ANDIGRAFCol,1652,1321,1,0
almudena_reoyo,155,344,1,0
JovenCiudadania,12,17,0,1
ASPADEX,2934,1306,2,0
ElNEGRO55371632,180,1186,1,0
MichMuschett,2000,573,2,0
NadiaReyna11,34,17,1,0
gomezgras,1267,124,2,0
AMEXCID,14876,518,1,0
HumanOffOn,2748,255,1,0
SotoTellezRod,195,268,2,0
JMAlagunak,396,358,1,0
Athram0,671,1580,1,0
Sumaksamya,389,311,0,1
jmiguelp94181,531,75,1,0
mpgalazc,141,196,1,0
inmaam98,134,143,1,0
JESSICA7458,2002,1350,1,0
anasevilla85,73,1074,1,0
CoVIF_Comunidad,42,132,1,0
PDPMCentro,1562,1098,1,0
Cr1sNews,3516,138,1,0
petarostojic,6551,543,0,1
RaquelSamara,312,167,0,1
odysseoenitaca,420,528,1,0
GustavoMobilio,53,215,1,0
jan_hdz16,20,24,1,0
BrissiaBenavent,156,447,0,1
SufAlimentaria,1577,1186,1,0
ccoopv,5387,1441,1,0
elmuralles,1094,412,1,0
SaionaraKR,599,628,0,1
JaisielMS,1269,1088,1,0
sasemooc,41,80,1,0
SeafoodAge,30,68,1,0
novagob,15752,3500,1,0
Fundacion_SERES,7148,1554,0,4
FerminJaraiz,1725,1059,1,0
MaisaMundoVerde,5323,1885,1,0
bdiCom,1987,2210,1,0
Elvisfoxone,25,171,1,0
LUCIAFORNELLIL,112,284,0,1
GPatriciaS,124,139,1,0
PlanClimaCity,9340,4113,4,0
DanielVzGz,4,121,1,0
colibri_francis,8,123,1,0
DGEECpy,2359,751,3,5
SilvaMoyano,7414,1711,1,0
_cadef,638,348,0,1
ChemSpain,972,1147,1,0
juliogysels,430,815,0,2
Julia_Moreno_,726,1097,0,1
ontraumanews2,654,1070,1,0
romi_jsmh,1102,1885,1,0
PamelaCEPAS,52,191,1,0
Ecotropics_USA,1077,4919,1,0
KLAUSGERMANPH,1449,1567,3,1
ibercaja,9104,2718,0,1
IAyalaSender,3465,2870,14,0
EvadelRuste,2410,1472,1,0
diaynoche5,1956,5001,5,0
factory_rights,4,86,0,1
rikardohj,1955,1274,1,0
ramirojosetorre,1340,956,2,0
PCTI_SUBTRAB,912,665,1,0
crazypumuki,285,363,1,0
isabelproanio,288,895,1,0
cultuciudadania,2593,865,0,1
Carlita10347547,17,47,2,0
LeonaVicario01,8557,8913,1,0
aniuxa,2682,1185,1,0
elpipemolina,154,295,5,0
AlejandraBouza,623,479,2,0
joancalabuig,5189,2071,3,0
culturamutante,342,589,1,0
juliuslaetus,1824,1340,9,5
AliciaCiciliani,15925,1339,1,0
nfvega,461,1109,0,1
MorillaBeatriz,1007,599,1,1
emma_gomis,59,182,1,0
consys_utpl,21,76,1,0
Pacolari67,381,416,2,0
profefrans,246,230,1,0
jd71florez1,62,313,1,0
Ambiente_MM,302,164,1,0
redcomovamoscol,3388,614,0,1
Access_Info,6907,664,0,1
lukaquelo,520,691,2,0
elinformatorio,7368,3685,0,1
justnuu_,628,596,1,0
VictorLargo14,141,54,1,0
jfrf_voyager,367,2715,0,7
MarcaAF,586,3042,0,1
alexandragzpz,144,287,1,0
PNUDGuatemala,9622,486,1,0
helenaguitart,217,540,0,2
ProgresoMF,618,656,1,7
Ec_Circular,5949,531,1,0
isaota1965,65,115,1,0
Metropoliscomu,640,437,2,3
tete305305,53,242,1,0
MiguelRosalva,3,48,1,0
joseangelguio,131,708,3,0
CatedraUnescoJS,260,213,2,0
Pomasqui35,37,112,2,0
carosantosR,1370,2136,1,3
Margalopez77,278,279,1,0
FCaparros,1018,749,0,1
SoyNuevaPrensa,104134,738,0,1
melzbentue,1730,1292,1,0
INEAMorelia,149,60,1,0
Veropedraza1025,224,252,1,0
AmchamGT,4183,513,0,1
altepetl_ac,578,1072,1,0
JuanPa_M_E,769,500,1,0
amgumbau,551,896,1,0
ecostas_smart,14,52,2,0
drrbcn,729,2435,1,0
PEalmeria2030,361,562,0,1
AFFORPrevencion,934,1455,1,0
jdavidtg,64,54,1,0
RM_Presidencia,1980,313,0,4
ovenisKdel,88,402,1,0
PnudColombia,71502,3126,0,6
jaem_ingel,22,82,1,0
ICMIFAmericas,481,255,1,1
dabaluis,112,294,1,0
Privacy_Law_EU,3683,4995,1,0
Diemm12,120,521,1,0
abgjuanfeza,129,70,3,0
AlexPulidoG,6226,3654,1,0
intraemprend,378,725,0,1
LUISOVERGEL,212,610,6,0
Spassky63,193,128,1,0
Roberto_LC86,162,269,1,0
EduardoSaa19,14,40,2,0
ONLBG_Spain,247,716,0,1
GabiValencia13,8,88,0,1
gracuello,26,51,1,0
horaciomartino,192,301,1,0
ElisardoPardos,59,312,1,0
soydigitalwoman,1143,2061,0,1
MalagaEBC,371,507,4,0
Florentzn,514,329,1,0
virginiacasado,1375,602,2,0
rivanca,504,216,1,0
forgender,193,1081,2,3
Lau_Ghezzi,898,1743,1,0
TereTorresA,899,1331,1,0
elvira_chs,87,199,2,0
ariel_gieco,38,40,1,0
magitoto,1587,224,0,1
luiseo,817,220,1,0
ArielPerez117,294,1460,2,0
pi1068,364,600,2,0
Rei75lgns,621,1293,1,0
pitgallardo,2147,3682,1,0
mnmoresco,184,55,1,0
JorgeColoma79,141,197,1,0
alejandro_ganan,544,463,2,0
GaellMicha,47,447,1,0
luismartintwitt,932,165,1,0
5diasPY,123175,637,1,0
magazine_tour,276,1293,1,0
anpatico,38,111,1,0
JuanGlz13,1713,343,1,0
LaBolsaSocial,3599,766,2,0
floripcab,79,36,1,0
BalantiaEE,117,173,0,1
Cecisan6,23,68,1,0
MARICRU72662202,41,118,1,0
ClimateMex,78,513,2,0
Julyweich,242896,210,1,0
verobgm,1095,815,0,2
ToscaniDaniel,1024,1249,4,0
diegoedeleon,1310,715,1,0
PIF_Unizar,90,123,0,1
muller_morales,119,160,1,0
VIRAL_MX,13171,6110,1,0
SdelBarrio,2613,2417,0,1
BFCarnelli,13,88,1,0
lisletndp,1238,1953,1,0
ColegioBalder,1134,500,1,0
LibreriasCEGAL,7018,1450,0,1
UniversidadeUSC,12125,615,1,0
akatonyab,500,453,0,4
valeteomnes,139,1078,1,0
CProspectiva,2379,294,2,3
pates_vegadenia,99,85,1,0
YABTs,7123,971,0,3
_Opagac,1664,1320,0,2
manuel_rodb,49187,3970,4,0
Hosman_zaz,121,314,1,0
FrapaClaudia,22,50,1,0
martinvazquezd,66,241,1,0
rrarriazu,993,1466,1,0
MinerJoxe,29,212,2,0
jmmalvido,516,847,1,0
AmbientalAnimal,946,1549,3,0
juangiorgi,2054,2957,1,0
CeciliaGuemes,2717,1919,0,1
silviaesteverev,67,529,2,0
marianalaetitia,16,66,2,0
UNEDMadrid,3297,739,0,2
jhonfrodriguezc,772,760,18,0
israel_dirk,63,236,2,0
adpaysandu,545,310,0,1
AndresR_,2818,4194,1,0
GonzaloEMarquez,28,140,2,0
aplaza,501,548,0,1
secgeneralcba,867,183,0,6
JuanArizaRuiz,233,383,0,12
paula_paruma,120,129,1,0
LeandroVero,472,2218,2,0
GabrielaVellio,1116,702,1,0
iegUC3M,2929,915,1,0
itwillbeorg,416,390,1,0
PactoMundialMex,3626,872,2,21
Radio_Tam,2678,1964,1,0
Drvaliente,1385,450,1,0
psrubicon,440,1223,2,0
CgcafeAaff,5226,2799,2,0
alfonso_saltos,432,648,0,3
Feique_Prensa,2793,841,1,2
katherinneayala,65,264,1,0
PanchitaaCordob,49,82,1,0
UNODC_MX,4984,388,0,3
bebecista,109,90,1,0
eMePsiPositiva,1768,471,1,0
MICAPinforma,2123,886,1,0
estudioclinico,5627,20,1,0
Julietamrc,1183,949,1,0
jpaulinich,265,84,1,0
navarrete_da,345,1443,1,0
ppenalvera,5081,2998,1,0
UEJJRousseau,71,105,0,1
AngelesHerasC,1960,201,2,0
rafa_ec,271,334,0,1
aromero_INFO,554,184,0,2
Anna_Riverart,140,247,1,0
ieagalicia,247,781,1,0
ACADEMIASUR,101,126,1,0
redrunacional,6228,395,0,1
javiertamarit,3742,375,1,0
MariannyLedez1,6,104,2,0
bluewake,2687,3844,1,0
mouse4all,439,236,0,1
jpascualruiz,328,305,1,0
HPEspana,114915,691,1,0
soniwinkels14,336,340,1,0
sanchezgarcia_c,801,889,0,1
olivergleusteen,58,136,1,1
100porcentonatu,226,1155,1,0
YenniferVelaz13,28,56,1,0
ferchudelgado,1051,2195,1,0
LoyolaEcoSocial,8,37,2,0
CGEspTanger,577,26,1,0
gabinsau,93,379,1,0
AndreaAnaya,122,168,2,0
RSanchez_5,92,1163,1,0
msjcim,105,105,0,1
RaquelSForetica,172,198,1,0
friasrod,2687,2616,1,0
jacoborocas,145,249,1,0
AngelesCuenca2,449,633,1,0
j_albertoprieto,465,1039,1,0
mariskaschaap,326,311,1,2
HumboldtCosmosM,59,63,1,0
JASanahuja,2690,998,6,0
ogloriamatilde2,1152,2383,1,0
